601211,20150626,国泰君安,
601212,20170215,白银有色,
601216,20110222,君正集团,
601218,20110506,吉鑫科技,
601222,20110808,林洋能源,
601225,20140128,陕西煤业,
601226,20141211,华电重工,
601228,20170329,广州港,
601229,20161116,上海银行,
601231,20120220,环旭电子,
601233,20110518,桐昆股份,
601236,20190705,红塔证券,
601238,20120329,广汽集团,
601258,20110428,庞大集团,1
601279,20210415,英利汽车,
601288,20100715,农业银行,
601298,20190121,青岛港,
601311,20110602,骆驼股份,
601318,20070301,中国平安,
601319,20181116,中国人保,
601326,20170816,秦港股份,
601328,20070515,交通银行,
601330,20180611,绿色动力,
601333,20061222,广深铁路,
601336,20111216,新华保险,
601339,20120612,百隆东方,
601360,20120116,三六零,
601366,20170412,利群股份,
601368,20150612,绿城水务,
601369,20100428,陕鼓动力,
601375,20170103,中原证券,
601377,20101013,兴业证券,
601388,20120423,怡球资源,
601390,20071203,中国中铁,
601398,20061027,工商银行,
601399,20200608,国机重装,
601456,20200731,国联证券,
601500,20160919,通用股份,
601512,20191220,中新集团,
601515,20120216,东风股份,
601518,20100319,吉林高速,
601519,20110128,大智慧,
601555,20111212,东吴证券,
601566,20110530,九牧王,
601567,20110615,三星医疗,
601568,20201020,北元集团,
601577,20180926,长沙银行,
601579,20140825,会稽山,
601588,20061016,北辰实业,
601595,20160817,上海电影,
601598,20190118,中国外运,
601599,20110527,浙文影业,
601600,20070430,中国铝业,
601601,20071225,中国太保,
601606,20180806,长城军工,
601607,19940324,上海医药,
601608,20120706,中信重工,
601609,20200422,金田铜业,
601611,20160606,中国核建,
601615,20190123,明阳智能,
601616,20110201,广电电气,
601618,20090921,中国中冶,
601619,20170720,嘉泽新能,
601628,20070109,中国人寿,
601633,20110928,长城汽车,
601636,20110812,旗滨集团,
601658,20191210,邮储银行,
601665,20210618,齐鲁银行,
601666,20061123,平煤股份,
601668,20090729,中国建筑,
601669,20111018,中国电建,
601677,20110919,明泰铝业,
601678,20100223,滨化股份,
601686,20201204,友发集团,
601688,20100226,华泰证券,
601689,20150319,拓普集团,
601696,20200226,中银证券,
601698,20190628,中国卫通,
601699,20060922,潞安环能,
601700,20110118,风范股份,
601702,20200907,华峰铝业,
601717,20100803,郑煤机,
601718,20100816,际华集团,
601727,20081205,上海电气,
601766,20080818,中国中车,
601777,20101125,力帆科技,
601778,20200519,晶科科技,
601788,20090818,光大证券,
601789,20110816,宁波建工,
601798,20110622,蓝科高新,
601799,20110201,星宇股份,
601800,20120309,中国交建,
601801,20100118,皖新传媒,
601808,20070928,中海油服,
601811,20160808,新华文轩,
601816,20200116,京沪高铁,
601818,20100818,光大银行,
601827,20200605,三峰环境,
601828,20180117,美凯龙,
601838,20180131,成都银行,
601857,20071105,中国石油,
601858,20170118,中国科传,
601860,20190103,紫金银行,
601865,20190215,福莱特,
601866,20071212,中远海发,
601869,20180720,长飞光纤,
601872,20061201,招商轮船,
601877,20100121,正泰电器,
601878,20170626,浙商证券,
601880,20101206,辽港股份,
601881,20170123,中国银河,
601882,20161107,海天精工,
601886,20110818,江河集团,
601888,20091015,中国中免,
601890,20101228,亚星锚链,
601898,20080201,中煤能源,
601899,20080425,紫金矿业,
601900,20160215,南方传媒,
601901,20110810,方正证券,
601908,20110908,京运通,
601916,20191126,浙商银行,
601918,20071219,新集能源,
601919,20070626,中远海控,
601928,20111130,凤凰传媒,
601929,20120223,吉视传媒,
601933,20101215,永辉超市,
601939,20070925,建设银行,
601949,20170821,中国出版,
601952,20170515,苏垦农发,
601956,20201225,东贝集团,
601958,20080417,金钼股份,
601963,20210205,重庆银行,
601965,20120611,中国汽研,
601966,20160706,玲珑轮胎,
601968,20150611,宝钢包装,
601969,20141209,海南矿业,
601975,20190108,招商南油,
601985,20150610,中国核电,
601988,20060705,中国银行,
601989,20091216,中国重工,
601990,20180613,南京证券,
601991,20061220,大唐发电,
